id,month,bank_name,no_of_transactions,amt_of_transactions,active_users
4218,01-08-2025,MUFG Bank,151252,2475162.47,583
4219,01-08-2025,Madhya Pradesh Gramin Bank,16350,5589.11,38726
4220,01-08-2025,Maharashtra Gramin Bank,30476,45988.63,3682
4221,01-08-2025,Mahesh Co-operative Bank Pune,9881,13015,14737
4222,01-08-2025,Meghalaya Rural Bank,139,60.26,29
4223,01-08-2025,Mizoram Rural Bank,901,647.6,119
4224,01-08-2025,Mizuho Bank,80774,1049961.87,437
4225,01-08-2025,NKGSB Co-operative Bank,37941,41881.41,5627
4226,01-08-2025,NSDL Payments Bank,9909,899545.64,22
4227,01-08-2025,Nainital Bank,10109,18668.77,1276
4228,01-08-2025,Nutan Nagarik Co-operative Bank,37269,129251.18,32184
4229,01-08-2025,Odisha Grameen Bank,14755,6630.37,8926
4230,01-08-2025,Paytm Payments Bank,3,0,5
4231,01-08-2025,Puduvai Bharathiar Grama Bank,45,4.89,56
4232,01-08-2025,Punjab and Sind Bank,246885,367303.9,29149
4233,01-08-2025,Punjab Gramin Bank,766,32.39,897
4234,01-08-2025,Punjab National Bank,5141803,18145766.83,586009
4235,01-08-2025,RBL Bank,632081,1746647.39,105535
4236,01-08-2025,Rajasthan Gramin Bank,7466,10842.41,1206
4237,01-08-2025,SBM Bank India,40454,64037.69,1789
4238,01-08-2025,SVC Co-operative Bank,141860,286265.27,38441
4239,01-08-2025,Saraswat Co-operative Bank,534140,879459.07,54671
4240,01-08-2025,Sarva Haryana Gramin Bank,3910,2280.63,444
4241,01-08-2025,Shinhan Bank,11550,72593.24,3938
4242,01-08-2025,Shivalik Small Finance Bank,44507,21428.74,1031
4243,01-08-2025,Slice Small Finance Bank,1121,573.16,381
4244,01-08-2025,Societe Generale,831,2352.88,8
4245,01-08-2025,South Indian Bank,579306,843157.84,52621
4246,01-08-2025,Standard Chartered Bank,3424342,23948860.42,164896
4247,01-08-2025,State Bank of India,109656284,228255508.5,39733280
4248,01-08-2025,Sumitomo Mitsui Banking Corporation,52304,719642,341
4249,01-08-2025,Suryoday Small Finance Bank,17905,16326.16,453
4250,01-08-2025,TJSB Co-operative Bank,131865,135974.62,13928
4251,01-08-2025,Tamil Nadu Grama Bank,480,80.46,129
4252,01-08-2025,Tamil Nadu State Co-operative Bank,10620,60519.9,1084
4253,01-08-2025,Tamilnad Mercantile Bank,563013,820778.48,43909
4254,01-08-2025,Telangana Grameena Bank,2031,3000.09,911
4255,01-08-2025,Thane Bharat Co-operative Bank,20257,17915.84,2682
4256,01-08-2025,Ahmedabad District Co-operative Bank,4323,6052.68,482
4257,01-08-2025,Ahmedabad Mercantile Co-operative Bank,10720,18499.42,1251
4258,01-08-2025,Akola Janata Commercial Co-operative Bank,1560,3185.16,587
4259,01-08-2025,Baroda Central Co-operative Bank,31,8.35,31
4260,01-08-2025,Gujarat State Co-operative Bank,4971,646205.78,4678
4261,01-08-2025,Jammu and Kashmir Bank,494196,739677.54,131368
4262,01-08-2025,Kalupur Commercial Co-operative Bank,76978,205668.49,16994
4263,01-08-2025,Kalyan Janata Co-operative Bank,7154,9899.67,632
4264,01-08-2025,Karur Vysya Bank,1077346,2062048.62,97662
4265,01-08-2025,Mehsana Urban Co-operative Bank,106643,241235.4,13419
4266,01-08-2025,Sabarkantha District Central Co-operative Bank,545,1894.96,628
4267,01-08-2025,Surat District Co-operative Bank,497,974.95,36
4268,01-08-2025,Surat Peoples Co-operative Bank,13449,34637.41,3129
4269,01-08-2025,Valsad District Central Co-operative Bank,4,0.81,19
4270,01-08-2025,Tripura Gramin Bank,981,36.64,444
4271,01-08-2025,UCO Bank,358095,749755.81,83985
4272,01-08-2025,Ujjivan Small Finance Bank,95528,191475.74,16669
4273,01-08-2025,Union Bank of India,3440587,7258265.6,322189
4274,01-08-2025,Unity Small Finance Bank,21657,12864.57,11537
4275,01-08-2025,Utkarsh Small Finance Bank,86022,67417.37,13273
4276,01-08-2025,Uttar Pradesh Gramin Bank,4055,3673.45,1220
4277,01-08-2025,Uttarakhand Gramin Bank,2066,1954.04,350
4278,01-08-2025,West Bengal Gramin Bank,1333,240.1,547
4279,01-08-2025,Woori Bank,2150,34321.8,422
4280,01-08-2025,Yes Bank,7315529,26520492.92,357921
4281,01-08-2025,Zoroastrian Co-operative Bank,956,826.26,1550
4282,01-09-2025,Abhyudaya Co-operative Bank,1,0.34,1
4283,01-09-2025,Ahmedabad Mercantile Co-operative Bank,11404,19846.79,1230
4284,01-09-2025,Ahmednagar Merchants Co-operative Bank,25177,44423.46,1645
4285,01-09-2025,Andhra Pradesh Grameen Vikas Bank,10537,12500.13,6171
4286,01-09-2025,Andhra Pradesh Mahesh Co-operative Urban Bank,10911,20685.28,1144
4287,01-09-2025,Arunachal Pradesh Rural Bank,210,560.25,63
4288,01-09-2025,AU Small Finance Bank,1345974,3444484.35,71611
4289,01-09-2025,Australia and New Zealand Banking Group,40002,1388323.53,67
4290,01-09-2025,Axis Bank,3806109,4532722.86,1186792
4291,01-09-2025,Bandhan Bank,529935,867855.54,84110
4292,01-09-2025,"Bank of America, N.A.",910404,10523496.14,555
4293,01-09-2025,Bank of Bahrain and Kuwait B.S.C.,167,106.48,426
4294,01-09-2025,Bank of Baroda,4146635,8873023.78,492911
4295,01-09-2025,Bank of India,2582487,10137041.37,254089
4296,01-09-2025,Bank of Maharashtra,1048497,2094612.01,128970
4297,01-09-2025,Barclays Bank PLC,86251,813362.48,1850
4298,01-09-2025,Bassein Catholic Co-operative Bank,84938,81009.18,21882
4299,01-09-2025,Bhagini Nivedita Co-operative Bank,85,88.5,514
4300,01-09-2025,BNP Paribas,343360,5028045.87,424
4301,01-09-2025,Canara Bank,3313637,6731238.07,440349
4302,01-09-2025,Capital Small Finance Bank,15042,32517.82,922
4303,01-09-2025,Central Bank of India,10665405,3151818.05,198048
4304,01-09-2025,Chhattisgarh Rajya Gramin Bank,6434,14799.75,1032
4305,01-09-2025,City Union Bank,812548,1190528.36,101235
4306,01-09-2025,Cosmos Co-operative Bank,150534,264990.14,16898
4307,01-09-2025,Credit Agricole Corporate and Investment Bank,59153,297469.1,188
4308,01-09-2025,CSB Bank,74387,28026.11,8964
4309,01-09-2025,CTBC Bank Co.,2011,36831.5,174
4310,01-09-2025,DBS Bank India,636107,3822675.96,47818
4311,01-09-2025,DCB Bank,193384,334807.81,20186
4312,01-09-2025,Deutsche Bank AG,4181986,128230279,18876
4313,01-09-2025,Dhanlaxmi Bank,122178,138345.63,21189
4314,01-09-2025,Doha Bank QPSC,8873,8297.36,12143
4315,01-09-2025,Emirates NBD Bank,400,1198.45,219
4316,01-09-2025,Equitas Small Finance Bank,68595,219736.22,62004
4317,01-09-2025,ESAF Small Finance Bank,73621,38143.81,3362
4318,01-09-2025,Federal Bank,3733090,6057133.39,199149
4319,01-09-2025,Fino Payments Bank,319,33.84,175
4320,01-09-2025,First Abu Dhabi Bank PJSC,47,200.17,2
4321,01-09-2025,GP Parsik Janata Co-operative Bank,45873,45733.4,2332
4322,01-09-2025,Gujarat Gramin Bank,20079,16241.02,4960
4323,01-09-2025,Gujarat State Co-operative Bank,5530,814321.27,4767
4324,01-09-2025,HDFC Bank,63502539,71270528.05,30997044
4325,01-09-2025,Himachal Pradesh Gramin Bank,662,358.25,3106
4326,01-09-2025,ICICI Bank,79259560,530358059.7,3898347
4327,01-09-2025,IDBI Bank,2237989,9173222.81,465020
4328,01-09-2025,IDFC First Bank,3969038,15167611.92,581256
4329,01-09-2025,Indian Bank,2928875,4626023.84,359000
4330,01-09-2025,Indian Overseas Bank,3714173,3403252.96,322355
4331,01-09-2025,IndusInd Bank,7622664,3387229.83,364051
4332,01-09-2025,Industrial and Commercial Bank of China,831,6940.37,34
4333,01-09-2025,Industrial Bank of Korea,850,5659.9,75
4334,01-09-2025,Jammu and Kashmir Bank,492222,793280.86,132653
4335,01-09-2025,Jana Small Finance Bank,20699,22542.47,11193
4336,01-09-2025,Janata Co-operative Bank Pune,72136,77039.44,5992
4337,01-09-2025,Jharkhand Rajya Gramin Bank,1761,818.76,417
4338,01-09-2025,JP Morgan Chase Bank,473488,13667262.39,862
4339,01-09-2025,Karnataka Bank,576024,648850.5,28552
4340,01-09-2025,Karnataka Grameena Bank,19365,36620.44,10103
4341,01-09-2025,Karur Vysya Bank,1112699,2241764.2,96286
4342,01-09-2025,KEB Hana Bank,1148,18775.83,265
4343,01-09-2025,Kerala Gramin Bank,29310,22177.67,4670
4344,01-09-2025,Kookmin Bank,550,2496.1,115
4345,01-09-2025,Kotak Mahindra Bank,14385238,50921554.44,1921722
4346,01-09-2025,Madhya Pradesh Gramin Bank,5800,1982.88,38738
4347,01-09-2025,Maharashtra Gramin Bank,26526,41605.13,3646
4348,01-09-2025,Mahesh Co-operative Bank Pune,9826,13253.24,14811
4349,01-09-2025,Meghalaya Rural Bank,66,18.84,27
4350,01-09-2025,Mehsana Urban Co-operative Bank,110080,260800.13,13200
4351,01-09-2025,Mizoram Rural Bank,801,535.7,111
4352,01-09-2025,Mizuho Bank,91837,1297904.96,432
4353,01-09-2025,MUFG Bank,158037,3539149.57,579
4354,01-09-2025,Nainital Bank,11120,20952.55,1284
4355,01-09-2025,NKGSB Co-operative Bank,46543,42991.25,5577
4356,01-09-2025,NSDL Payments Bank,8998,837203.72,27
4357,01-09-2025,Nutan Nagarik Co-operative Bank,36053,122184.27,32259
4358,01-09-2025,Odisha Grameen Bank,7043,4537.75,6329
4359,01-09-2025,Paytm Payments Bank,3,0.01,5
4360,01-09-2025,Puduvai Bharathiar Grama Bank,45,5.04,52
4361,01-09-2025,Punjab and Sind Bank,215692,377249.97,28418
4362,01-09-2025,Punjab Gramin Bank,431,17.93,606
4363,01-09-2025,Punjab National Bank,5340326,19735134.92,582416
4364,01-09-2025,Qatar National Bank,2,14.04,1
4365,01-09-2025,Rajasthan Gramin Bank,11324,21274.86,1905
4366,01-09-2025,RBL Bank,818726,1804118.06,105145
4367,01-09-2025,Sabarkantha District Central Co-operative Bank,582,1908.06,611
4368,01-09-2025,Saraswat Co-operative Bank,536670,1025596.27,54935
4369,01-09-2025,Sarva Haryana Gramin Bank,1247,957.19,430
4370,01-09-2025,SBM Bank India,42262,88969.97,1785
4371,01-09-2025,Shinhan Bank,12103,77078.83,3941
4372,01-09-2025,Shivalik Small Finance Bank,23803,23707.29,967
4373,01-09-2025,Slice Small Finance Bank,872,559.84,332
4374,01-09-2025,Societe Generale,759,2333.72,8
4375,01-09-2025,South Indian Bank,571490,910827.05,52175
4376,01-09-2025,Standard Chartered Bank,2851268,21753429.56,160692
4377,01-09-2025,State Bank of India,119770536,282431328.1,40401743
4378,01-09-2025,Sumitomo Mitsui Banking Corporation,56589,750557.66,337
4379,01-09-2025,Surat Peoples Co-operative Bank,16899,53970.6,3892
4380,01-09-2025,Suryoday Small Finance Bank,18467,18943.37,423
4381,01-09-2025,SVC Co-operative Bank,147283,303937.18,38087
4382,01-09-2025,Tamil Nadu Grama Bank,465,78.8,147
4383,01-09-2025,Tamilnad Mercantile Bank,571251,899290.96,43854
4384,01-09-2025,Telangana Grameena Bank,1679,2269.66,801
4385,01-09-2025,Thane Bharat Co-operative Bank,21190,19875.4,2664
4386,01-09-2025,Ahmedabad District Co-operative Bank,6746,7410.91,504
4387,01-09-2025,Akola Janata Commercial Co-operative Bank,1673,3682.28,641
4388,01-09-2025,Amreli Jilla Madhyasth Co-operative Bank,401,719.81,619
4389,01-09-2025,Baroda Central Co-operative Bank,29,72.93,39
4390,01-09-2025,Bharat Co-operative Bank,59357,164147.05,3677
4391,01-09-2025,Hongkong and Shanghai Banking Corporation,12235981,82965099.13,248599
4392,01-09-2025,Kalupur Commercial Co-operative Bank,85266,238082.25,18329
4393,01-09-2025,Kalyan Janata Co-operative Bank,7065,10218.76,592
4394,01-09-2025,Surat District Co-operative Bank,754,1521.74,46
4395,01-09-2025,Tamil Nadu State Apex Co-operative Bank,10089,64623.29,1031
4396,01-09-2025,Valsad District Central Co-operative Bank,10,2.44,19
4397,01-09-2025,TJSB Co-operative Bank,138628,150505,13802
4398,01-09-2025,Tripura Gramin Bank,1018,34.82,460
4399,01-09-2025,UCO Bank,384524,841880.61,83165
4400,01-09-2025,Ujjivan Small Finance Bank,94356,233336.87,16433
4401,01-09-2025,Union Bank of India,3595609,7986114.85,397950
4402,01-09-2025,Unity Small Finance Bank,36523,20094.06,13237
4403,01-09-2025,Utkarsh Small Finance Bank,86289,65660.22,11648
4404,01-09-2025,Uttar Pradesh Gramin Bank,4167,3830.32,1194
4405,01-09-2025,Uttarakhand Gramin Bank,1885,1996.96,347
4406,01-09-2025,West Bengal Gramin Bank,1447,281.79,623
4407,01-09-2025,Woori Bank,2697,24464.63,434
4408,01-09-2025,Yes Bank,7642422,30948891.6,363553
4409,01-09-2025,Zoroastrian Co-operative Bank,1047,936.39,1559
4410,01-10-2025,Abhyudaya Co-operative Bank,1,0.33,1
4411,01-10-2025,Ahmedabad Mercantile Co-operative Bank,12505,20457.25,1284
4412,01-10-2025,Ahmednagar Merchants Co-operative Bank,29159,50232.87,1703
4413,01-10-2025,Andhra Pradesh Grameen Vikas Bank,5528,3404.12,16065
4414,01-10-2025,Andhra Pradesh Mahesh Co-operative Urban Bank,10613,19617.69,1344
4415,01-10-2025,Arunachal Pradesh Rural Bank,304,1077.51,67
4416,01-10-2025,AU Small Finance Bank,1613575,3497354.82,72744
4417,01-10-2025,Australia and New Zealand Banking Group,49469,1637983.06,67
4418,01-10-2025,Axis Bank,3649757,4408853.52,1159117
4419,01-10-2025,Bandhan Bank,521415,902258.46,81959
4420,01-10-2025,"Bank of America, N.A.",911471,10449570.63,552
4421,01-10-2025,Bank of Bahrain and Kuwait B.S.C.,159,125.42,400
4422,01-10-2025,Bank of Baroda,4300568,9501460.15,492165
4423,01-10-2025,Bank of India,2604773,9683012.01,245230
4424,01-10-2025,Bank of Maharashtra,1099285,2265280.15,141136
4425,01-10-2025,Barclays Bank PLC,86340,666341.77,1853
4426,01-10-2025,Bassein Catholic Co-operative Bank,93934,85881.38,23324
4427,01-10-2025,Bhagini Nivedita Co-operative Bank,68,63.99,521
4428,01-10-2025,BNP Paribas,298404,5489796.12,422
4429,01-10-2025,Canara Bank,3556372,8466715.76,441303
4430,01-10-2025,Capital Small Finance Bank,15461,32444.62,931
4431,01-10-2025,Central Bank of India,10949967,3415462.39,192151
4432,01-10-2025,Chhattisgarh Rajya Gramin Bank,7089,14971.98,1117
4433,01-10-2025,City Union Bank,798443,1183628.35,98290
4434,01-10-2025,Cosmos Co-operative Bank,164429,257312.72,17396
4435,01-10-2025,Credit Agricole Corporate and Investment Bank,60580,282260.41,191
4436,01-10-2025,CSB Bank,77398,27967.49,11299
4437,01-10-2025,CTBC Bank Co.,2501,42416.74,178
4438,01-10-2025,DBS Bank India,568289,4208205.19,45975
4439,01-10-2025,DCB Bank,204963,339581.06,20504
4440,01-10-2025,Deutsche Bank AG,3884487,118969616.2,18966
4441,01-10-2025,Dhanlaxmi Bank,123861,139881.95,20648
4442,01-10-2025,Doha Bank QPSC,10026,8168.44,12172
4443,01-10-2025,Emirates NBD Bank,365,649.7,220
4444,01-10-2025,Equitas Small Finance Bank,82274,215281.35,63525
4445,01-10-2025,ESAF Small Finance Bank,72657,40809.89,3415
4446,01-10-2025,Federal Bank,3769611,6113030.13,197395
4447,01-10-2025,Fino Payments Bank,415,33.17,224
4448,01-10-2025,First Abu Dhabi Bank PJSC,93,232.34,2
4449,01-10-2025,GP Parsik Janata Co-operative Bank,48970,44780.79,2316
4450,01-10-2025,Gujarat Gramin Bank,4614,6279.89,6241
4451,01-10-2025,Gujarat State Co-operative Bank,5444,717557.15,4800
4452,01-10-2025,HDFC Bank,65832517,73327919.2,30878601
4453,01-10-2025,Himachal Pradesh Gramin Bank,647,399.91,3121
4454,01-10-2025,ICICI Bank,80397018,516724409.5,3818544
4455,01-10-2025,IDBI Bank,2212793,7861434.39,454590
4456,01-10-2025,IDFC First Bank,4141786,14623959.61,588406
4457,01-10-2025,Indian Bank,2887960,4365749.64,350175
4458,01-10-2025,Indian Overseas Bank,3894969,3479390.64,319846
4459,01-10-2025,IndusInd Bank,8614945,2972334.23,327246
4460,01-10-2025,Industrial and Commercial Bank of China,977,13012.12,34
4461,01-10-2025,Industrial Bank of Korea,912,8867.52,84
4462,01-10-2025,Jammu and Kashmir Bank,550428,866851.14,133539
4463,01-10-2025,Jana Small Finance Bank,19219,23469.68,10274
4464,01-10-2025,Janata Co-operative Bank Pune,78305,84361.2,6273
4465,01-10-2025,Jharkhand Rajya Gramin Bank,1892,861.21,435
4466,01-10-2025,JP Morgan Chase Bank,516716,11696160.26,878
4467,01-10-2025,Karnataka Bank,554070,632296.08,34931
4468,01-10-2025,Karnataka Grameena Bank,21400,30673.17,1433
4469,01-10-2025,Karur Vysya Bank,1113195,2277425.86,96648
4470,01-10-2025,KEB Hana Bank,1237,7647.17,270
4471,01-10-2025,Kerala Gramin Bank,26159,18313.36,4466
4472,01-10-2025,Kookmin Bank,517,1919.55,115
4473,01-10-2025,Kotak Mahindra Bank,15323302,52789004.89,1864431
4474,01-10-2025,Kurmanchal Nagar Co-operative Bank,6348,5722.46,1006
4475,01-10-2025,Madhya Pradesh Gramin Bank,0,0,0
4476,01-10-2025,Maharashtra Gramin Bank,32304,53070.54,3635
4477,01-10-2025,Mahesh Co-operative Bank Pune,10721,13890.39,14874
4478,01-10-2025,Meghalaya Rural Bank,79,25.22,32
4479,01-10-2025,Mehsana Urban Co-operative Bank,114536,269876.81,13194
4480,01-10-2025,Mizoram Rural Bank,1011,883.02,121
4481,01-10-2025,Mizuho Bank,93137,1183208.49,440
4482,01-10-2025,MUFG Bank,190772,2750339.9,577
4483,01-10-2025,Nainital Bank,12744,23244.96,1393
4484,01-10-2025,NKGSB Co-operative Bank,38268,47611.27,5582
4485,01-10-2025,NSDL Payments Bank,7742,1106948.97,25
4486,01-10-2025,Nutan Nagarik Co-operative Bank,35509,117899.84,32316
4487,01-10-2025,Odisha Grameen Bank,1682,171.39,6173
4488,01-10-2025,Paytm Payments Bank,0,0,2
4489,01-10-2025,Pilibhit District Co-operative Bank,64,75.76,87
4490,01-10-2025,Puduvai Bharathiar Grama Bank,45,4.68,48
4491,01-10-2025,Punjab and Sind Bank,207420,403915.51,28135
4492,01-10-2025,Punjab Gramin Bank,387,28.76,386
4493,01-10-2025,Punjab National Bank,5440623,20111794.84,578246
4494,01-10-2025,Qatar National Bank,67,172.22,1
4495,01-10-2025,Rajasthan Gramin Bank,24801,45430.34,3253
4496,01-10-2025,RBL Bank,960707,1858350.29,103110
4497,01-10-2025,Saraswat Co-operative Bank,575063,1018383.62,54906
4498,01-10-2025,Sarva Haryana Gramin Bank,2494,1448.72,385
4499,01-10-2025,SBM Bank India,82059,98443.34,1712
4500,01-10-2025,Shinhan Bank,12876,63887.22,3949
4501,01-10-2025,Shivalik Small Finance Bank,21213,22821.32,963
4502,01-10-2025,Slice Small Finance Bank,898,484.08,310
4503,01-10-2025,Societe Generale,800,6382.57,9
4504,01-10-2025,South Indian Bank,591057,1015188.17,51837
4505,01-10-2025,Standard Chartered Bank,1980718,23365363.38,160432
4506,01-10-2025,State Bank of India,117191355,255613748.7,39224836
4507,01-10-2025,Sumitomo Mitsui Banking Corporation,60536,741122.38,334
4508,01-10-2025,Surat Peoples Co-operative Bank,19522,65267.41,4225
4509,01-10-2025,Suryoday Small Finance Bank,16786,16506.03,412
4510,01-10-2025,SVC Co-operative Bank,161238,307464.58,37546
4511,01-10-2025,Tamil Nadu Grama Bank,442,76.39,152
4512,01-10-2025,Tamilnad Mercantile Bank,562767,879229.13,43919
4513,01-10-2025,Telangana Grameena Bank,2659,3930.23,967
4514,01-10-2025,Thane Bharat Co-operative Bank,22478,21949.66,2730
4515,01-10-2025,Ahmedabad District Co-operative Bank,7127,10020.38,534
4516,01-10-2025,Akola Janata Commercial Co-operative Bank,1799,3982.88,640
4517,01-10-2025,Amreli Jilla Madhyasth Co-operative Bank,426,799.48,630
4518,01-10-2025,Baroda Central Co-operative Bank,40,7.15,63
4519,01-10-2025,Bharat Co-operative Bank,62563,167208.75,3751
4520,01-10-2025,Hongkong and Shanghai Banking Corporation,13003149,82900479.81,251632
4521,01-10-2025,Kalupur Commercial Co-operative Bank,92230,230889.82,10079
4522,01-10-2025,Kalyan Janata Co-operative Bank,7641,10465.89,590
4523,01-10-2025,Panchmahal District Co-operative Bank,24,4.23,135
4524,01-10-2025,Sabarkantha District Central Co-operative Bank,996,2247.68,665
4525,01-10-2025,Surat District Co-operative Bank,1039,1563.1,44
4526,01-10-2025,Tamil Nadu State Apex Co-operative Bank,10240,55096.94,1088
4527,01-10-2025,Uttar Pradesh Co-operative Bank,119,54.75,217
4528,01-10-2025,Valsad District Central Co-operative Bank,13,5.84,22
4529,01-10-2025,TJSB Co-operative Bank,147544,154138.5,14011
4530,01-10-2025,Tripura Gramin Bank,1033,34.82,475
4531,01-10-2025,Tumkur Grain Merchants Co-operative Bank,1600,2532.83,802
4532,01-10-2025,UCO Bank,387278,891025.6,82743
4533,01-10-2025,Ujjivan Small Finance Bank,91114,232810.04,16652
4534,01-10-2025,Union Bank of India,3700529,8117872.91,405749
4535,01-10-2025,Unity Small Finance Bank,50715,34661.34,14445
4536,01-10-2025,Urban Co-operative Bank Bareilly,1034,1816.91,245
4537,01-10-2025,Utkarsh Small Finance Bank,84347,65462.76,13174
4538,01-10-2025,Uttar Pradesh Gramin Bank,3002,4075.94,490
4539,01-10-2025,Uttarakhand Gramin Bank,2820,2748.16,379
4540,01-10-2025,Varachha Co-operative Bank,12588,16556.33,14886
4541,01-10-2025,West Bengal Gramin Bank,1146,189.88,613
4542,01-10-2025,Woori Bank,2951,22700.15,428
4543,01-10-2025,Yes Bank,8294812,30798764.23,367176
